sku,issue,details,confidence
FLAG-FOUNDATION-COORD,"weak_canonical_candidate","canonical=FLAG-FOUNDATION-COORD method=fallback_single_token attrs= desc_fp=flagpole foundation layout sleeve settin",0.740
FL-K91910B,"weak_canonical_candidate","canonical=FL-K91910B method=fallback_single_token attrs= desc_fp=std 4c compartment or parcel lock withou",0.740
SAL-3755P-BLK,"weak_canonical_candidate","canonical=SAL-3755P-BLK method=fallback_single_token attrs=finish desc_fp=replacement parcel locker door tenant lo",0.740
FL-H91516,"weak_canonical_candidate","canonical=FL-H91516 method=fallback_single_token attrs=finish desc_fp=self adhesive parcel locker number plate",0.740
FL-NP-100,"weak_canonical_candidate","canonical=FL-NP-100 method=fallback_single_token attrs= desc_fp=number plate door id package 4c tenant d",0.740
FL-OML-100,"weak_canonical_candidate","canonical=FL-OML-100 method=fallback_single_token attrs= desc_fp=outgoing mail hood label package 4c mail",0.740
FL-L-100,"weak_canonical_candidate","canonical=FL-L-100 method=fallback_single_token attrs= desc_fp=replacement tenant lock mailbox lock all",0.740
FL-PL-LOCK-TENANT,"weak_canonical_candidate","canonical=FL-PL-LOCK-TENANT method=fallback_single_token attrs= desc_fp=tenant side parcel locker lock replaceme",0.740
FL-91175,"weak_canonical_candidate","canonical=FL-91175 method=fallback_single_token attrs= desc_fp=anchor bolt kit florence cluster box uni",0.740
FL-91121,"weak_canonical_candidate","canonical=FL-91121 method=fallback_single_token attrs= desc_fp=cbu pedestal replacement part florence c",0.740
FL-91129,"weak_canonical_candidate","canonical=FL-91129 method=fallback_single_token attrs= desc_fp=cbu pedestal replacement part florence c",0.740
FL-91512,"weak_canonical_candidate","canonical=FL-91512 method=fallback_single_token attrs= desc_fp=cbu replacement key florence cluster box",0.740
FL-91513,"weak_canonical_candidate","canonical=FL-91513 method=fallback_single_token attrs= desc_fp=cbu replacement key florence cluster box",0.740
FL-84993,"weak_canonical_candidate","canonical=FL-84993 method=fallback_single_token attrs= desc_fp=mcgard screw replacement part florence c",0.740
FL-91038,"weak_canonical_candidate","canonical=FL-91038 method=fallback_single_token attrs= desc_fp=cbu bushing washer replacement part flor",0.740
FL-K64944,"weak_canonical_candidate","canonical=FL-K64944 method=fallback_single_token attrs= desc_fp=mail slot plug kit florence cbu or mailb",0.740
FL-4C16D-19,"weak_canonical_candidate","canonical=FL-4C16D-19 method=fallback_single_token attrs= desc_fp=4c horizontal mailbox 19 tenant doors 2 ",0.740
FL-4C16D-6P,"weak_canonical_candidate","canonical=FL-4C16D-6P method=fallback_single_token attrs= desc_fp=4c front loading horizontal mailbox parc",0.740
FL-4C-OUTGOING-COMP,"weak_canonical_candidate","canonical=FL-4C-OUTGOING-COMP method=fallback_single_token attrs= desc_fp=outgoing mail collection compartment slo",0.740
FL-4C-CARRIER-ACCESS,"weak_canonical_candidate","canonical=FL-4C-CARRIER-ACCESS method=fallback_single_token attrs= desc_fp=carrier access door prepared usps arrow ",0.740
SAL-3301,"weak_canonical_candidate","canonical=SAL-3301 method=fallback_single_token attrs= desc_fp=aluminum mailbox directory tenant direct",0.740
SAL-3506,"weak_canonical_candidate","canonical=SAL-3506 method=fallback_single_token attrs=mounting desc_fp=mounted usps key keeper postal access de",0.740
SAL-4550BRZ,"weak_canonical_candidate","canonical=SAL-4550BRZ method=fallback_single_token attrs= desc_fp=standard brass mail slot front rear plat",0.740
SAL-4375,"weak_canonical_candidate","canonical=SAL-4375 method=fallback_single_token attrs= desc_fp=wall mounted mail collection box drop bo",0.740
SAL-4370,"weak_canonical_candidate","canonical=SAL-4370 method=fallback_single_token attrs= desc_fp=freestanding mail collection box drop bo",0.740
MAIL-4C-FILLER-LF,"weak_canonical_candidate","canonical=MAIL-4C-FILLER-LF method=fallback_single_token attrs= desc_fp=4c mailbox filler trim side filler allow",0.740
MAIL-4C-ROUGHOPENING-TEMPLATE,"weak_canonical_candidate","canonical=MAIL-4C-ROUGHOPENING-TEMPLATE method=fallback_single_token attrs= desc_fp=field template rough opening verificatio",0.740
MAIL-USPS-COORD,"weak_canonical_candidate","canonical=MAIL-USPS-COORD method=fallback_single_token attrs= desc_fp=usps coordination allowance arrow lock i",0.740
ADD-FIELD-MEASURE,"weak_canonical_candidate","canonical=ADD-FIELD-MEASURE method=fallback_single_token attrs= desc_fp=field measure verify dimensions before o",0.740
ADD-LAYOUT-RESTROOM,"weak_canonical_candidate","canonical=ADD-LAYOUT-RESTROOM method=fallback_single_token attrs= desc_fp=layout restroom accessories grab bars mi",0.740
ADD-LAYOUT-PARTITIONS,"weak_canonical_candidate","canonical=ADD-LAYOUT-PARTITIONS method=fallback_single_token attrs= desc_fp=layout toilet partition compartments pil",0.740
ADD-LAYOUT-LOCKERS,"weak_canonical_candidate","canonical=ADD-LAYOUT-LOCKERS method=fallback_single_token attrs= desc_fp=layout locker banks fillers slope tops b",0.740
ADD-LAYOUT-WALLPROT,"weak_canonical_candidate","canonical=ADD-LAYOUT-WALLPROT method=fallback_single_token attrs= desc_fp=layout wall protection heights crash rai",0.740
ADD-BLOCKING-CHECK,"weak_canonical_candidate","canonical=ADD-BLOCKING-CHECK method=fallback_single_token attrs= desc_fp=verify backing blocking before installin",0.740
ADD-MISSING-BLOCKING,"weak_canonical_candidate","canonical=ADD-MISSING-BLOCKING method=fallback_single_token attrs= desc_fp=coordination allowance when required blo",0.740
ADD-ROUGH-OPENING-CHECK,"weak_canonical_candidate","canonical=ADD-ROUGH-OPENING-CHECK method=fallback_single_token attrs=mounting desc_fp=verify rough openings cabinets mailboxes",0.740
ADD-FIELD-CUTTING,"weak_canonical_candidate","canonical=ADD-FIELD-CUTTING method=fallback_single_token attrs= desc_fp=field cutting allowance wall protection ",0.740
ADD-SUBSTRATE-PREP,"weak_canonical_candidate","canonical=ADD-SUBSTRATE-PREP method=fallback_single_token attrs= desc_fp=substrate preparation allowance before a",0.740
ADD-ADHESIVE-ALLOW,"weak_canonical_candidate","canonical=ADD-ADHESIVE-ALLOW method=fallback_single_token attrs=mounting desc_fp=adhesive allowance wall protection sheet",0.740
ADD-SEALANT-ALLOW,"weak_canonical_candidate","canonical=ADD-SEALANT-ALLOW method=fallback_single_token attrs= desc_fp=sealant allowance wet area accessories m",0.740
ADD-FASTENER-ALLOW,"weak_canonical_candidate","canonical=ADD-FASTENER-ALLOW method=fallback_single_token attrs= desc_fp=miscellaneous anchors screws fasteners w",0.740
ADD-SECURITY-SCREWS,"weak_canonical_candidate","canonical=ADD-SECURITY-SCREWS method=fallback_single_token attrs= desc_fp=security screw allowance detention insti",0.740
ADD-UNLOAD-SMALL,"weak_canonical_candidate","canonical=ADD-UNLOAD-SMALL method=fallback_single_token attrs= desc_fp=unload stage small div 10 accessory deli",0.740
ADD-UNLOAD-LARGE,"weak_canonical_candidate","canonical=ADD-UNLOAD-LARGE method=fallback_single_token attrs= desc_fp=unload stage large div 10 delivery such ",0.740
ADD-FREIGHT-ALLOW,"weak_canonical_candidate","canonical=ADD-FREIGHT-ALLOW method=fallback_single_token attrs= desc_fp=freight allowance bulky or shipped speci",0.740
ADD-INSIDE-DELIVERY,"weak_canonical_candidate","canonical=ADD-INSIDE-DELIVERY method=fallback_single_token attrs= desc_fp=inside delivery carry in allowance large",0.740
ADD-MULTI-FLOOR-CARRY,"weak_canonical_candidate","canonical=ADD-MULTI-FLOOR-CARRY method=fallback_single_token attrs= desc_fp=additional handling allowance carrying s",0.740
ADD-LIFT-REQUIRED,"weak_canonical_candidate","canonical=ADD-LIFT-REQUIRED method=fallback_single_token attrs= desc_fp=lift scissor lift coordination allowance",0.740
ADD-HEIGHT-WORK,"weak_canonical_candidate","canonical=ADD-HEIGHT-WORK method=fallback_single_token attrs= desc_fp=additional labor allowance high wall mou",0.740
ADD-EXISTING-CONDITIONS,"weak_canonical_candidate","canonical=ADD-EXISTING-CONDITIONS method=fallback_single_token attrs= desc_fp=existing condition allowance removals fi",0.740
ADD-DEMO-REMOVE,"weak_canonical_candidate","canonical=ADD-DEMO-REMOVE method=fallback_single_token attrs= desc_fp=remove existing restroom accessories loc",0.740
ADD-DISPOSAL,"weak_canonical_candidate","canonical=ADD-DISPOSAL method=fallback_single_token attrs= desc_fp=disposal allowance removed specialty ite",0.740
ADD-RETURN-TRIP,"weak_canonical_candidate","canonical=ADD-RETURN-TRIP method=fallback_single_token attrs= desc_fp=return trip allowance incomplete areas m",0.740
ADD-PUNCH-WORK,"weak_canonical_candidate","canonical=ADD-PUNCH-WORK method=fallback_single_token attrs= desc_fp=punch work allowance final adjustments t",0.740
ADD-ATTIC-STOCK,"weak_canonical_candidate","canonical=ADD-ATTIC-STOCK method=fallback_single_token attrs= desc_fp=attic stock handling labeling turnover a",0.740
ADD-SUBMITTAL-COORD,"weak_canonical_candidate","canonical=ADD-SUBMITTAL-COORD method=fallback_single_token attrs= desc_fp=submittal product data coordination allo",0.740
ADD-LEADTIME-EXPEDITE,"weak_canonical_candidate","canonical=ADD-LEADTIME-EXPEDITE method=fallback_single_token attrs= desc_fp=expedite lead time tracking substitution",0.740
ADD-ASBUILT-PHOTOS,"weak_canonical_candidate","canonical=ADD-ASBUILT-PHOTOS method=fallback_single_token attrs= desc_fp=closeout photo documentation allowance i",0.740
ADD-OFFHOURS,"weak_canonical_candidate","canonical=ADD-OFFHOURS method=fallback_single_token attrs= desc_fp=off hours work coordination allowance oc",0.740
BR-781-6024,"weak_canonical_candidate","canonical=BR-781-6024 method=fallback_single_token attrs=size desc_fp=channel frame mirror x",0.770
BR-781-6036,"weak_canonical_candidate","canonical=BR-781-6036 method=fallback_single_token attrs=size desc_fp=channel frame mirror x",0.770
BR-7B1-1024360,"weak_canonical_candidate","canonical=BR-7B1-1024360 method=fallback_single_token attrs=size desc_fp=elvari frameless mirror x",0.770
BR-7B1-3024360,"weak_canonical_candidate","canonical=BR-7B1-3024360 method=fallback_single_token attrs=size desc_fp=elvari frameless mirror shelf x",0.770
BR-7B1-5024360,"weak_canonical_candidate","canonical=BR-7B1-5024360 method=fallback_single_token attrs=size desc_fp=elvari led mirror x",0.770
BR-7B1-7024360,"weak_canonical_candidate","canonical=BR-7B1-7024360 method=fallback_single_token attrs=size desc_fp=elvari led mirror shelf x",0.770
ACRO-SHEET-040,"weak_canonical_candidate","canonical=ACRO-SHEET-040 method=fallback_single_token attrs=size desc_fp=rigid wall protection sheet field cut ad",0.770
ACRO-SHEET-060,"weak_canonical_candidate","canonical=ACRO-SHEET-060 method=fallback_single_token attrs=size desc_fp=heavy duty rigid wall protection sheet f",0.770
EDER-TH20,"weak_canonical_candidate","canonical=EDER-TH20 method=fallback_single_token attrs=size desc_fp=20 ft aluminum tapered residential flagp",0.770
CLARIDGE-CALYX-GLASS-46,"weak_canonical_candidate","canonical=CLARIDGE-CALYX-GLASS-46 method=fallback_single_token attrs=size desc_fp=glass whiteboard 4 h x 6 w wall mounted",0.770
GHENT-MOBILE-M4-46,"weak_canonical_candidate","canonical=GHENT-MOBILE-M4-46 method=fallback_single_token attrs=size desc_fp=mobile reversible porcelain whiteboard 4",0.770
ULINE-S-12415,"weak_canonical_candidate","canonical=ULINE-S-12415 method=fallback_single_token attrs=size desc_fp=natural cork roll 4 x 50 field cut adher",0.770
ASI-1308-3,"weak_canonical_candidate","canonical=ASI-1308-3 method=fallback_single_token attrs=size desc_fp=shelf utility hooks mop strip 4 hooks 3 ",0.770
ASI-1308-4,"weak_canonical_candidate","canonical=ASI-1308-4 method=fallback_single_token attrs=size desc_fp=shelf utility hooks mop strip 5 hooks 4 ",0.770
INPRO-CR-4,"weak_canonical_candidate","canonical=INPRO-CR-4 method=fallback_single_token attrs=size desc_fp=vinyl wall guard crash rail commercial w",0.770
CS-ACRO-SHEET-040,"weak_canonical_candidate","canonical=CS-ACRO-SHEET-040 method=fallback_single_token attrs=size desc_fp=acrovyn rigid wall protection sheet fiel",0.770
CS-ACRO-SHEET-060,"weak_canonical_candidate","canonical=CS-ACRO-SHEET-060 method=fallback_single_token attrs=size desc_fp=acrovyn heavy duty rigid wall protection",0.770
BABCOCK-BMT38,"weak_canonical_candidate","canonical=BABCOCK-BMT38 method=fallback_single_token attrs=size desc_fp=entrance mat system 3 deep vinyl tread o",0.770
PEN-VAN-1T-121272,"weak_canonical_candidate","canonical=PEN-VAN-1T-121272 method=fallback_single_token attrs=size desc_fp=standard steel locker w x d x h louvered",0.770
PEN-VAN-2T-121272,"weak_canonical_candidate","canonical=PEN-VAN-2T-121272 method=fallback_single_token attrs=size desc_fp=standard steel locker w x d x h louvered",0.770
PEN-VAN-Z-121572,"weak_canonical_candidate","canonical=PEN-VAN-Z-121572 method=fallback_single_token attrs=size desc_fp=two person z locker steel w x d x h nomi",0.770
PEN-ZEE-BASE-4,"weak_canonical_candidate","canonical=PEN-ZEE-BASE-4 method=fallback_single_token attrs=size desc_fp=continuous zee base penco metal locker b",0.770
PEN-ZEE-BASE-SPLICE-END,"weak_canonical_candidate","canonical=PEN-ZEE-BASE-SPLICE-END method=fallback_single_token attrs=size desc_fp=splice or end accessory penco zee base",0.770
BD-ADAP-1212,"weak_canonical_candidate","canonical=BD-ADAP-1212 method=fallback_single_token attrs=size desc_fp=x architectural access door exposed flan",0.770
BD-ADAP-2424,"weak_canonical_candidate","canonical=BD-ADAP-2424 method=fallback_single_token attrs=size desc_fp=x architectural access door exposed flan",0.770
BD-BNT-2448,"weak_canonical_candidate","canonical=BD-BNT-2448 method=fallback_single_token attrs=size desc_fp=x exposed flange architectural access do",0.770
BD-EXT-2424,"weak_canonical_candidate","canonical=BD-EXT-2424 method=fallback_single_token attrs=size desc_fp=x exterior access door insulated weather",0.770
KARP-DSC214M-1212,"weak_canonical_candidate","canonical=KARP-DSC214M-1212 method=fallback_single_token attrs=size desc_fp=x flush access door all surfaces exposed",0.770
KARP-DSC214M-2424,"weak_canonical_candidate","canonical=KARP-DSC214M-2424 method=fallback_single_token attrs=size desc_fp=x flush access door all surfaces exposed",0.770
BA-AHD-2424,"weak_canonical_candidate","canonical=BA-AHD-2424 method=fallback_single_token attrs=size desc_fp=x heavy duty access door allowance secur",0.770
RELIANCE-R7901,"weak_canonical_candidate","canonical=RELIANCE-R7901 method=fallback_single_token attrs=size desc_fp=steel bollard powder coated carbon steel",0.770
IDEAL-6IN-REM-GALV,"weak_canonical_candidate","canonical=IDEAL-6IN-REM-GALV method=fallback_single_token attrs=size desc_fp=removable locking bollard galvanized acc",0.770
IDEAL-6IN-COVER,"weak_canonical_candidate","canonical=IDEAL-6IN-COVER method=fallback_single_token attrs=size desc_fp=bollard cover sleeve thermoplastic polye",0.770
IDEAL-METRO-6IN-COVER,"weak_canonical_candidate","canonical=IDEAL-METRO-6IN-COVER method=fallback_single_token attrs=size desc_fp=metro decorative bollard cover designed ",0.770
DALITE-73241,"weak_canonical_candidate","canonical=DALITE-73241 method=fallback_single_token attrs=size desc_fp=manual front projection screen diagonal ",0.770
GHENT-A2M48-M,"weak_canonical_candidate","canonical=GHENT-A2M48-M method=fallback_single_token attrs=size desc_fp=4 ft x 8 ft magnetic porcelain whiteboar",0.770
GHENT-A2M412-M,"weak_canonical_candidate","canonical=GHENT-A2M412-M method=fallback_single_token attrs=size desc_fp=4 ft x 12 ft magnetic porcelain whiteboa",0.770
CLARIDGE-GLASS-48,"weak_canonical_candidate","canonical=CLARIDGE-GLASS-48 method=fallback_single_token attrs=size desc_fp=4 ft x 8 ft glass whiteboard low iron gl",0.770
GHENT-MAPRAIL-1IN-LF,"weak_canonical_candidate","canonical=GHENT-MAPRAIL-1IN-LF method=fallback_single_token attrs=size desc_fp=aluminum maprail natural cork posting st",0.770
GHENT-MAPRAIL-2IN-LF,"weak_canonical_candidate","canonical=GHENT-MAPRAIL-2IN-LF method=fallback_single_token attrs=size desc_fp=aluminum maprail natural cork posting st",0.770
GHENT-MAPRAIL-ENDSTOP,"weak_canonical_candidate","canonical=GHENT-MAPRAIL-ENDSTOP method=fallback_single_token attrs=size desc_fp=maprail end stop pair ghent maprail",0.770
GHENT-HOLDUP-48,"weak_canonical_candidate","canonical=GHENT-HOLDUP-48 method=fallback_single_token attrs=size desc_fp=hold up display rail hanging papers pict",0.770
GHENT-HOLDUP-96,"weak_canonical_candidate","canonical=GHENT-HOLDUP-96 method=fallback_single_token attrs=size desc_fp=hold up display rail hanging documents c",0.770
BD-BMD38-SF,"weak_canonical_candidate","canonical=BD-BMD38-SF method=fallback_single_token attrs=size desc_fp=matdesign roll up entrance mat 3 deep al",0.770
BD-BMT38-SF,"weak_canonical_candidate","canonical=BD-BMT38-SF method=fallback_single_token attrs=size desc_fp=matrac roll up entrance mat 3 deep vinyl",0.770
BD-BMQ38-SF,"weak_canonical_candidate","canonical=BD-BMQ38-SF method=fallback_single_token attrs=size desc_fp=quietflex roll up entrance mat 3 deep al",0.770
BD-BGR34-SF,"weak_canonical_candidate","canonical=BD-BGR34-SF method=fallback_single_token attrs=size desc_fp=gratedesign roll up entrance grille 3 de",0.770
BD-BMX12-SF,"weak_canonical_candidate","canonical=BD-BMX12-SF method=fallback_single_token attrs=size desc_fp=maxtread 1 deep vinyl poly carpet entran",0.770
BD-BMG12-SF,"weak_canonical_candidate","canonical=BD-BMG12-SF method=fallback_single_token attrs=size desc_fp=maxgrid 1 deep vinyl entrance mat vinyl ",0.770
EDER-GOLD-BALL-4,"weak_canonical_candidate","canonical=EDER-GOLD-BALL-4 method=fallback_single_token attrs=size desc_fp=gold ball ornament flagpole top",0.770
EDER-GOLD-BALL-6,"weak_canonical_candidate","canonical=EDER-GOLD-BALL-6 method=fallback_single_token attrs=size desc_fp=gold ball ornament flagpole top",0.770
EDER-CLEAT-6-ALUM,"weak_canonical_candidate","canonical=EDER-CLEAT-6-ALUM method=fallback_single_token attrs=size desc_fp=aluminum cleat external halyard flagpole",0.770
EDER-CLEAT-9-ALUM,"weak_canonical_candidate","canonical=EDER-CLEAT-9-ALUM method=fallback_single_token attrs=size desc_fp=aluminum cleat external halyard flagpole",0.770
ASI-1308,"weak_canonical_candidate","canonical=ASI-1308 method=fallback_single_token attrs=finish|material|mounting desc_fp=utility shelf hook strip mop broom holde",0.790
ASI-1315-4,"weak_canonical_candidate","canonical=ASI-1315-4 method=fallback_single_token attrs=finish|material desc_fp=utility shelf drying rod 4 mop holders r",0.790
ASI-9013-9,"weak_canonical_candidate","canonical=ASI-9013-9 method=fallback_single_token attrs=finish|material|mounting desc_fp=horizontal steel baby changing station a",0.790
ASI-FSS,"weak_canonical_candidate","canonical=ASI-FSS method=fallback_single_token attrs=finish|material desc_fp=folding shower seat steel allowance",0.790
ASI-PC-OH,"weak_canonical_candidate","canonical=ASI-PC-OH method=fallback_single_token attrs=material|mounting desc_fp=powder coated steel toilet compartment f",0.790
ASI-SS-OH,"weak_canonical_candidate","canonical=ASI-SS-OH method=fallback_single_token attrs=finish|material|mounting desc_fp=steel toilet compartment floor anchored ",0.790
ASI-HDPE-OH,"weak_canonical_candidate","canonical=ASI-HDPE-OH method=fallback_single_token attrs=material|mounting desc_fp=hdpe solid plastic toilet compartment fl",0.790
ASI-PHEN-OH,"weak_canonical_candidate","canonical=ASI-PHEN-OH method=fallback_single_token attrs=finish|material|mounting desc_fp=core phenolic toilet compartment floor a",0.790
ASI-US-SS,"weak_canonical_candidate","canonical=ASI-US-SS method=fallback_single_token attrs=finish|material desc_fp=steel urinal screen wall brackets or pil",0.790
BOB-B239,"weak_canonical_candidate","canonical=BOB-B239 method=fallback_single_token attrs=finish|material desc_fp=utility shelf mop broom holders rag hook",0.790
BOB-B-4288,"weak_canonical_candidate","canonical=BOB-B-4288 method=fallback_single_token attrs=finish|material|mounting desc_fp=mounted multi roll toilet tissue dispens",0.790
BOB-B-270,"weak_canonical_candidate","canonical=BOB-B-270 method=fallback_single_token attrs=finish|material|mounting desc_fp=mounted sanitary napkin disposal steel 1",0.790
BOB-B-212,"weak_canonical_candidate","canonical=BOB-B-212 method=fallback_single_token attrs=finish|material|mounting desc_fp=mounted coat hook steel",0.790
BR-9933,"weak_canonical_candidate","canonical=BR-9933 method=fallback_single_token attrs=finish|material desc_fp=utility shelf 4 hooks 3 rubber cam mop b",0.790
BR-9934,"weak_canonical_candidate","canonical=BR-9934 method=fallback_single_token attrs=finish|material desc_fp=utility shelf 5 hooks 4 mop broom holder",0.790
BR-9953,"weak_canonical_candidate","canonical=BR-9953 method=fallback_single_token attrs=finish|material|mounting desc_fp=mop broom holder 3 holders mounted steel",0.790
BR-9954,"weak_canonical_candidate","canonical=BR-9954 method=fallback_single_token attrs=finish|material|mounting desc_fp=mop broom holder 4 holders mounted steel",0.790
BR-9955,"weak_canonical_candidate","canonical=BR-9955 method=fallback_single_token attrs=finish|material|mounting desc_fp=mop broom holder 5 holders mounted steel",0.790
BR-9983,"weak_canonical_candidate","canonical=BR-9983 method=fallback_single_token attrs=finish|material desc_fp=steel utility shelf hooks mop holders dr",0.790
SA70-001180,"weak_canonical_candidate","canonical=SA70-001180 method=fallback_single_token attrs=finish|material desc_fp=security series steel grab bar straight ",0.790
SA70-001240,"weak_canonical_candidate","canonical=SA70-001240 method=fallback_single_token attrs=finish|material desc_fp=security series steel grab bar straight ",0.790
SA70-001300,"weak_canonical_candidate","canonical=SA70-001300 method=fallback_single_token attrs=finish|material desc_fp=security series steel grab bar straight ",0.790
SA70-001360,"weak_canonical_candidate","canonical=SA70-001360 method=fallback_single_token attrs=finish|material desc_fp=security series steel grab bar straight ",0.790
SA70-001420,"weak_canonical_candidate","canonical=SA70-001420 method=fallback_single_token attrs=finish|material desc_fp=security series steel grab bar straight ",0.790
SA70-001480,"weak_canonical_candidate","canonical=SA70-001480 method=fallback_single_token attrs=finish|material desc_fp=security series steel grab bar straight ",0.790
8B1-0011800,"weak_canonical_candidate","canonical=8B1-0011800 method=fallback_single_token attrs=finish|material desc_fp=oval grab bar 18 l steel finish",0.790
8B1-0012400,"weak_canonical_candidate","canonical=8B1-0012400 method=fallback_single_token attrs=finish|material desc_fp=oval grab bar 24 l steel finish",0.790
8B1-0013600,"weak_canonical_candidate","canonical=8B1-0013600 method=fallback_single_token attrs=finish|material desc_fp=oval grab bar 36 l steel finish",0.790
8B1-0014200,"weak_canonical_candidate","canonical=8B1-0014200 method=fallback_single_token attrs=finish|material desc_fp=oval grab bar 42 l steel finish",0.790
8B1-0014800,"weak_canonical_candidate","canonical=8B1-0014800 method=fallback_single_token attrs=finish|material desc_fp=oval grab bar 48 l steel finish",0.790
8B1-0013096,"weak_canonical_candidate","canonical=8B1-0013096 method=fallback_single_token attrs=finish|material desc_fp=oval grab bar 30 l 2 hooks steel finish",0.790
8B1-2011896,"weak_canonical_candidate","canonical=8B1-2011896 method=fallback_single_token attrs=finish|material desc_fp=oval grab bar hook 18 l steel peened fin",0.790
8B1-2012496,"weak_canonical_candidate","canonical=8B1-2012496 method=fallback_single_token attrs=finish|material desc_fp=oval grab bar hook 24 l steel peened fin",0.790
8B1-2013696,"weak_canonical_candidate","canonical=8B1-2013696 method=fallback_single_token attrs=finish|material desc_fp=oval grab bar hook 36 l steel peened fin",0.790
8B1-2014296,"weak_canonical_candidate","canonical=8B1-2014296 method=fallback_single_token attrs=finish|material desc_fp=oval grab bar hook 42 l steel peened fin",0.790
8B1-2014896,"weak_canonical_candidate","canonical=8B1-2014896 method=fallback_single_token attrs=finish|material desc_fp=oval grab bar hook 48 l steel peened fin",0.790
BR-963,"weak_canonical_candidate","canonical=BR-963 method=fallback_single_token attrs=finish|material|mounting desc_fp=horizontal mounted baby changing station",0.790
BR-6B1-110000,"weak_canonical_candidate","canonical=BR-6B1-110000 method=fallback_single_token attrs=finish|material|mounting desc_fp=manual liquid soap gel sanitizer dispens",0.790
BR-6B1-110073,"weak_canonical_candidate","canonical=BR-6B1-110073 method=fallback_single_token attrs=finish|material|mounting desc_fp=manual foam soap foam sanitizer dispense",0.790
BR-6B1-000000,"weak_canonical_candidate","canonical=BR-6B1-000000 method=fallback_single_token attrs=finish|material|mounting desc_fp=manual liquid soap gel sanitizer dispens",0.790
BR-2B1-113400,"weak_canonical_candidate","canonical=BR-2B1-113400 method=fallback_single_token attrs=finish|material|mounting desc_fp=mounted towel dispenser small capacity",0.790
BR-2B1-110000,"weak_canonical_candidate","canonical=BR-2B1-110000 method=fallback_single_token attrs=finish|material|mounting desc_fp=mounted towel dispenser medium capacity",0.790
BR-2B1-113600,"weak_canonical_candidate","canonical=BR-2B1-113600 method=fallback_single_token attrs=finish|material|mounting desc_fp=mounted towel dispenser large capacity",0.790
BR-3B1-003400,"weak_canonical_candidate","canonical=BR-3B1-003400 method=fallback_single_token attrs=finish|material|mounting desc_fp=waste receptacle 8 gallon",0.790
BR-3B1-000000,"weak_canonical_candidate","canonical=BR-3B1-000000 method=fallback_single_token attrs=finish|material|mounting desc_fp=waste receptacle 12 gallon",0.790
BR-3B1-003600,"weak_canonical_candidate","canonical=BR-3B1-003600 method=fallback_single_token attrs=finish|material|mounting desc_fp=waste receptacle 18 gallon",0.790
BR-3B1-113400,"weak_canonical_candidate","canonical=BR-3B1-113400 method=fallback_single_token attrs=finish|material|mounting desc_fp=mounted waste receptacle 10 gallon",0.790
BR-3B1-110000,"weak_canonical_candidate","canonical=BR-3B1-110000 method=fallback_single_token attrs=finish|material|mounting desc_fp=mounted waste receptacle 14 gallon",0.790
BR-3B1-113600,"weak_canonical_candidate","canonical=BR-3B1-113600 method=fallback_single_token attrs=finish|material|mounting desc_fp=mounted waste receptacle 18 gallon",0.790
BR-4781-11,"weak_canonical_candidate","canonical=BR-4781-11 method=fallback_single_token attrs=finish|material|mounting desc_fp=commercial sanitary napkin disposal moun",0.790
BR-4B2-110000,"weak_canonical_candidate","canonical=BR-4B2-110000 method=fallback_single_token attrs=finish|material|mounting desc_fp=mounted napkin disposal steel",0.790
BR-9B1-110000,"weak_canonical_candidate","canonical=BR-9B1-110000 method=fallback_single_token attrs=finish|material desc_fp=single robe hook steel",0.790
BR-9B1-110200,"weak_canonical_candidate","canonical=BR-9B1-110200 method=fallback_single_token attrs=finish|material desc_fp=double robe hook steel",0.790
ACRO-CG-SS14,"weak_canonical_candidate","canonical=ACRO-CG-SS14 method=fallback_single_token attrs=finish|material desc_fp=steel heavy duty corner guard brushed fi",0.790
XL-SB,"weak_canonical_candidate","canonical=XL-SB method=fallback_single_token attrs=finish|material|mounting desc_fp=high speed hand dryer mounted brushed st",0.790
MAIL-SLOT-SS,"weak_canonical_candidate","canonical=MAIL-SLOT-SS method=fallback_single_token attrs=finish|material desc_fp=wall or door mail slot steel finish trim",0.790
FT-REC,"weak_canonical_candidate","canonical=FT-REC method=fallback_single_token attrs=finish|material|mounting desc_fp=facial tissue dispenser steel allowance",0.790
JL-1013G10,"weak_canonical_candidate","canonical=JL-1013G10 method=fallback_single_token attrs=finish|mounting|compliance desc_fp=mounted steel fire extinguisher cabinet ",0.790
JL-1017F10FX,"weak_canonical_candidate","canonical=JL-1017F10FX method=fallback_single_token attrs=mounting|compliance desc_fp=fire rated semi steel fire extinguisher ",0.790
KOALA-KB300-MB,"weak_canonical_candidate","canonical=KOALA-KB300-MB method=fallback_single_token attrs=finish|mounting desc_fp=horizontal mounted baby changing station",0.790
PR-FVEC,"weak_canonical_candidate","canonical=PR-FVEC method=fallback_single_token attrs=mounting|compliance desc_fp=combination fire valve extinguisher cabi",0.790
SCR-ECL-OH-HIGH,"weak_canonical_candidate","canonical=SCR-ECL-OH-HIGH method=fallback_single_token attrs=material|mounting desc_fp=hdpe toilet compartment floor mounted ov",0.790
SCR-HH-OH,"weak_canonical_candidate","canonical=SCR-HH-OH method=fallback_single_token attrs=material|mounting desc_fp=hdpe toilet compartment standard floor m",0.790
