canonical_sku,category,manufacturer,model,series,description,sample_skus,confidence,reason
BR-781-6036,"Mirrors","Bradley",781 6036,"Channel Frame","Channel frame mirror, 60 in x 36 in",BR-781-6036,0.770,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BR-7B1-1024360,"Mirrors","Bradley",7B1-1024360,"Elvari","Elvari frameless mirror, 24 in x 36 in",BR-7B1-1024360,0.770,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BR-7B1-3024360,"Mirrors","Bradley",7B1-3024360,"Elvari","Elvari frameless mirror with shelf, 24 in x 36 in",BR-7B1-3024360,0.770,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BR-7B1-5024360,"Mirrors","Bradley",7B1-5024360,"Elvari LED","Elvari LED mirror, 24 in x 36 in",BR-7B1-5024360,0.770,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BR-7B1-7024360,"Mirrors","Bradley",7B1-7024360,"Elvari LED","Elvari LED mirror with shelf, 24 in x 36 in",BR-7B1-7024360,0.770,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
ACRO-SHEET-040,"Wall Protection","Construction Specialties",.040 Sheet,"Acrovyn","Rigid wall protection sheet, .040 inch, field cut and adhered",ACRO-SHEET-040,0.770,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
ACRO-SHEET-060,"Wall Protection","Construction Specialties",.060 Sheet,"Acrovyn","Heavy-duty rigid wall protection sheet, .060 inch, field cut and adhered",ACRO-SHEET-060,0.770,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
EDER-TH20,Flagpoles & Flags,"Eder Flag",TH20 / 320077,"Homesteader","20 ft aluminum tapered residential flagpole set, clear anodized finish, ground-set; includes cleat, ball ornament, ground sleeve, truck/pulley, halyard, snaps, and 3x5 nylon U.S. flag",EDER-TH20,0.770,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
CLARIDGE-CALYX-GLASS-46,"Visual Display Surfaces","Claridge","Calyx Glass Whiteboards",4x6 Glass,"Glass whiteboard, 4' H x 6' W, wall-mounted",CLARIDGE-CALYX-GLASS-46,0.770,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
GHENT-MOBILE-M4-46,"Visual Display Surfaces","Ghent","Hygienic Porcelain Reversible Board",4x6 Mobile,"Mobile reversible porcelain whiteboard, 4' x 6' nominal",GHENT-MOBILE-M4-46,0.770,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
ULINE-S-12415,"Visual Display Surfaces","Uline","Cork Roll",4x50 Roll,"Natural cork roll, 4' x 50', field cut and adhered",ULINE-S-12415,0.770,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
ASI-1308-3,"Custodial Accessories","American Specialties Inc.",1308-3,Custodial,"Shelf with utility hooks and mop strip, 4 hooks and 3 mop holders, 34 inch",ASI-1308-3,0.770,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
ASI-1308-4,"Custodial Accessories","American Specialties Inc.",1308-4,Custodial,"Shelf with utility hooks and mop strip, 5 hooks and 4 mop holders, 44 inch",ASI-1308-4,0.770,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
INPRO-CR-4,"Wall Protection","Inpro","Wall Guard","Wall Guards","4 inch vinyl wall guard / crash rail, commercial wall protection",INPRO-CR-4,0.770,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
CS-ACRO-SHEET-040,"Wall Protection","Construction Specialties","Acrovyn Sheet","Acrovyn","Acrovyn rigid wall protection sheet, .040 inch, field cut and adhered",CS-ACRO-SHEET-040,0.770,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
CS-ACRO-SHEET-060,"Wall Protection","Construction Specialties","Acrovyn Sheet","Acrovyn","Acrovyn heavy-duty rigid wall protection sheet, .060 inch, field cut and adhered",CS-ACRO-SHEET-060,0.770,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BABCOCK-BMT38,"Entrance Mats & Frames",Babcock-Davis,BMT38,"MATrac","Entrance mat system, 3/8 inch deep, vinyl tread options",BABCOCK-BMT38,0.770,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
PEN-VAN-1T-121272,"Lockers","Penco","Single Tier","Vanguard","Standard steel single-tier locker, 12 inch W x 12 inch D x 72 inch H, louvered door, knocked-down construction",PEN-VAN-1T-121272,0.770,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
PEN-VAN-2T-121272,"Lockers","Penco","Double Tier","Vanguard","Standard steel double-tier locker, 12 inch W x 12 inch D x 72 inch H, louvered doors, knocked-down construction",PEN-VAN-2T-121272,0.770,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
PEN-VAN-Z-121572,"Lockers","Penco","Z-Locker","Vanguard","Two-person Z-locker, steel, 12 inch W x 15 inch D x 72 inch H nominal, louvered doors",PEN-VAN-Z-121572,0.770,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
PEN-ZEE-BASE-4,"Locker Accessories","Penco","4"" Continuous Zee Base","Penco Locker Parts","4 inch continuous zee base for Penco metal locker bank, configured by run length",PEN-ZEE-BASE-4,0.770,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
PEN-ZEE-BASE-SPLICE-END,"Locker Accessories","Penco","4"" Zee Base Splice/End","Penco Locker Parts","Splice or end accessory for 4 inch Penco zee base",PEN-ZEE-BASE-SPLICE-END,0.770,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BD-ADAP-1212,"Access Panels",Babcock-Davis,ADAP 12x12,"Architectural Access Door","12 in x 12 in architectural access door with exposed flange, steel door and frame",BD-ADAP-1212,0.770,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BD-ADAP-2424,"Access Panels",Babcock-Davis,ADAP 24x24,"Architectural Access Door","24 in x 24 in architectural access door with exposed flange, steel door and frame",BD-ADAP-2424,0.770,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BD-BNT-2448,"Access Panels",Babcock-Davis,BNT-24-48,"Architectural Access Door","24 in x 48 in exposed-flange architectural access door for mechanical/electrical wall access",BD-BNT-2448,0.770,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BD-EXT-2424,"Access Panels",Babcock-Davis,"Exterior Access Door 24x24","Exterior Access Door","24 in x 24 in exterior access door, insulated/weather-resistant access panel allowance",BD-EXT-2424,0.770,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
KARP-DSC214M-1212,"Access Panels","Karp Associates",DSC-214M 12x12,"Flush Access Door","12 in x 12 in flush access door for all surfaces with exposed flange",KARP-DSC214M-1212,0.770,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
KARP-DSC214M-2424,"Access Panels","Karp Associates",DSC-214M 24x24,"Flush Access Door","24 in x 24 in flush access door for all surfaces with exposed flange",KARP-DSC214M-2424,0.770,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BA-AHD-2424,"Access Panels","Best Access Doors",BA-AHD 24x24,"Heavy-Duty Access Door","24 in x 24 in heavy-duty access door allowance for secure utility access",BA-AHD-2424,0.770,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
RELIANCE-R7901,"Bollards","Reliance Foundry",R-7901,"Steel Bollard","36 in steel bollard, powder-coated carbon steel, fixed/removable/fold-down mounting options",RELIANCE-R7901,0.770,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
IDEAL-6IN-REM-GALV,"Bollards",Ideal Shield,"6 Inch Removable Locking Bollard","Removable Bollard","6 in removable locking bollard, galvanized, access-control application",IDEAL-6IN-REM-GALV,0.770,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
IDEAL-6IN-COVER,"Bollards",Ideal Shield,"6 Inch Bollard Cover","Bollard Cover","6 in bollard cover / sleeve, thermoplastic polyethylene, field cut as required",IDEAL-6IN-COVER,0.770,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
IDEAL-METRO-6IN-COVER,"Bollards",Ideal Shield,"Metro 6 Inch Bollard Cover","Decorative Bollard Cover","Metro decorative bollard cover designed to cover 6 in protective pipe bollard up to 52 in tall",IDEAL-METRO-6IN-COVER,0.770,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
DALITE-73241,"Projection Screens",Da-Lite,73241,"Veneer Model B","Manual front projection screen, 120 in diagonal, wall or ceiling mounted",DALITE-73241,0.770,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
GHENT-A2M48-M,"Visual Display Surfaces","Ghent",A2M48-M,"M1 Porcelain Whiteboards","4 ft x 8 ft magnetic porcelain whiteboard with aluminum box tray and 1 inch maprail",GHENT-A2M48-M,0.770,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
GHENT-A2M412-M,"Visual Display Surfaces","Ghent",A2M412-M,"M1 Porcelain Whiteboards","4 ft x 12 ft magnetic porcelain whiteboard with aluminum box tray and 1 inch maprail",GHENT-A2M412-M,0.770,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
CLARIDGE-GLASS-48,"Visual Display Surfaces","Claridge","Claridge Glass 4x8","Claridge Glass","4 ft x 8 ft glass whiteboard, low-iron glass, multiple color and mounting options",CLARIDGE-GLASS-48,0.770,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
GHENT-MAPRAIL-1IN-LF,"Visual Display Accessories","Ghent","1 Inch Maprail","Maprails","1 inch aluminum maprail with natural cork posting strip, wall or board mounted",GHENT-MAPRAIL-1IN-LF,0.770,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
GHENT-MAPRAIL-2IN-LF,"Visual Display Accessories","Ghent","2 Inch Maprail","Maprails","2 inch aluminum maprail with natural cork posting strip, wall or board mounted",GHENT-MAPRAIL-2IN-LF,0.770,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
GHENT-MAPRAIL-ENDSTOP,"Visual Display Accessories","Ghent","1 Inch Maprail End Stop","Maprail Accessories","Maprail end stop pair for 1 inch Ghent maprail",GHENT-MAPRAIL-ENDSTOP,0.770,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
GHENT-HOLDUP-48,"Visual Display Accessories","Ghent","48 Inch Hold-Up Display Rail",Hold-Up Display Rails,"48 inch hold-up display rail for hanging papers, pictures, and classroom materials",GHENT-HOLDUP-48,0.770,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
GHENT-HOLDUP-96,"Visual Display Accessories","Ghent","96 Inch Hold-Up Display Rail",Hold-Up Display Rails,"96 inch hold-up display rail for hanging documents and classroom materials",GHENT-HOLDUP-96,0.770,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BD-BMD38-SF,"Entrance Mats & Frames",Babcock-Davis,BMD38,"MATdesign","MATdesign roll-up entrance mat, 3/8 inch deep aluminum rail system with aluminum hinge and tread insert options",BD-BMD38-SF,0.770,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BD-BMT38-SF,"Entrance Mats & Frames",Babcock-Davis,BMT38,"MATrac","MATrac roll-up entrance mat, 3/8 inch deep vinyl rail system, economical low-traffic or retrofit application",BD-BMT38-SF,0.770,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BD-BMQ38-SF,"Entrance Mats & Frames",Babcock-Davis,BMQ38,QuietFLEX,"QuietFLEX roll-up entrance mat, 3/8 inch deep aluminum rail system with LDPE hinges for quieter foot traffic",BD-BMQ38-SF,0.770,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BD-BGR34-SF,"Entrance Mats & Frames",Babcock-Davis,BGR34,"GRATEdesign","GRATEdesign roll-up entrance grille, 3/4 inch deep aluminum rail system with LDPE hinges and tread options",BD-BGR34-SF,0.770,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BD-BMX12-SF,"Entrance Mats & Frames",Babcock-Davis,BMX12,"MAXtread","MAXtread 1/2 inch deep vinyl/poly carpet entrance mat, glued or hook-and-loop installation",BD-BMX12-SF,0.770,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BD-BMG12-SF,"Entrance Mats & Frames",Babcock-Davis,BMG12,"MAXgrid","MAXgrid 1/2 inch deep vinyl entrance mat with vinyl rails, walk-off mat application",BD-BMG12-SF,0.770,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
EDER-GOLD-BALL-4,"Flagpole Accessories","Eder Flag","4 in Gold Ball Ornament","Flagpole Ornament","4 inch gold anodized ball ornament for flagpole top",EDER-GOLD-BALL-4,0.770,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
EDER-GOLD-BALL-6,"Flagpole Accessories","Eder Flag","6 in Gold Ball Ornament","Flagpole Ornament","6 inch gold anodized ball ornament for flagpole top",EDER-GOLD-BALL-6,0.770,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
EDER-CLEAT-6-ALUM,"Flagpole Accessories","Eder Flag","6 in Aluminum Cleat",Cleats,"6 inch aluminum cleat for external halyard flagpole",EDER-CLEAT-6-ALUM,0.770,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
EDER-CLEAT-9-ALUM,"Flagpole Accessories","Eder Flag","9 in Aluminum Cleat",Cleats,"9 inch aluminum cleat for external halyard flagpole",EDER-CLEAT-9-ALUM,0.770,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
ANNIN-182005,Flagpoles & Flags,"Annin Flagmakers",182005 / usfHG03x05TT,Tough-Tex,"3 ft x 5 ft U.S. flag, Annin Tough-Tex, 2-ply spun polyester, sewn stripes, embroidered stars, heading and grommets",ANNIN-182005,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
ANNIN-182008,Flagpoles & Flags,"Annin Flagmakers",182008 / usfHG05x08TT,Tough-Tex,"5 ft x 8 ft U.S. flag, Annin Tough-Tex, 2-ply spun polyester, sewn stripes, embroidered stars, heading and grommets",ANNIN-182008,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
ANNIN-2270,Flagpoles & Flags,"Annin Flagmakers",2270 / usfHG05x08NG,Nyl-Glo,"5 ft x 8 ft U.S. flag, Annin Nyl-Glo nylon, outdoor flag with sewn stripes and embroidered stars",ANNIN-2270,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
ASI-0197-TURBO-MB,"Hand Dryers",ASI,"0197-Turbo-MB","Turbo-Dri","High-speed hand dryer, matte black finish",ASI-0197-TURBO-MB,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
ASI-SC,"Shower Accessories",ASI,SC,"Shower Curtain","Vinyl shower curtain, white",ASI-SC,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
ASI-PLAM-OH,"Toilet Partitions","ASI Global Partitions","Overhead Braced","Plastic Laminate","Plastic laminate toilet compartment, floor-anchored overhead-braced mounting",ASI-PLAM-OH,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
ASI-UP-PHEN,"Toilet Partitions","ASI Global Partitions","Ultimate Privacy","Phenolic","High-privacy phenolic toilet compartment with zero-sightline style privacy system",ASI-UP-PHEN,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
ASI-PLAS-1T,"Lockers","ASI Storage Solutions","Single Tier","Plastic Lockers","Plastic single-tier locker for high-humidity or moisture-prone applications",ASI-PLAS-1T,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
ASI-PLAS-2T,"Lockers","ASI Storage Solutions","Double Tier","Plastic Lockers","Plastic double-tier locker for high-humidity or moisture-prone applications",ASI-PLAS-2T,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
ASI-PLAS-Z,"Lockers","ASI Storage Solutions","Two Person Z-Locker","Plastic Lockers","Plastic two-person Z-locker for compact full-height hanging storage",ASI-PLAS-Z,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
ASI-PHEN-1T,"Lockers","ASI Storage Solutions","Single Tier","Phenolic Lockers","Phenolic single-tier locker for moisture, corrosion, and high-design environments",ASI-PHEN-1T,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
ASI-PHEN-2T,"Lockers","ASI Storage Solutions","Double Tier","Phenolic Lockers","Phenolic double-tier locker for moisture, corrosion, and high-design environments",ASI-PHEN-2T,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
ASI-PHEN-Z,"Lockers","ASI Storage Solutions","Two Person Z-Locker","Phenolic Lockers","Phenolic two-person Z-locker for compact full-height hanging storage",ASI-PHEN-Z,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BOB-B224,"Custodial Accessories","Bobrick",B-224,Classic,"Surface-mounted mop and broom holder with utility hooks",BOB-B224,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BOB-1180-FA,"Toilet Partitions","Bobrick","1180 Series","DuraLineSeries","Solid phenolic/CGL toilet compartment, floor-anchored mounting",BOB-1180-FA,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BOB-2080-CH,"Toilet Partitions","Bobrick","2080 Series","DuraLineSeries","Solid phenolic/CGL toilet compartment, ceiling-hung mounting",BOB-2080-CH,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BOB-2180-FTC,"Toilet Partitions","Bobrick","2180 Series","DuraLineSeries","Solid phenolic/CGL toilet compartment, floor-to-ceiling anchored mounting",BOB-2180-FTC,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BOB-US-PHEN,"Toilet Partitions","Bobrick","Urinal Screen","DuraLineSeries","Solid phenolic/CGL urinal screen with wall brackets or pilaster support as required",BOB-US-PHEN,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BOB-B-2706,"Napkin Disposal & Vendors","Bobrick",B-2706,"ClassicSeries","Surface-mounted sanitary napkin / tampon vendor allowance",BOB-B-2706,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BR-6B1-110000T,"Soap & Sanitizer Dispensers","Bradley",6B1-110000T,"Elvari","Manual liquid soap / gel sanitizer dispenser, surface-mounted with drip tray",BR-6B1-110000T,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BR-2A02,"Paper Towel / Waste Combos","Bradley",2A02,Diplomat,"Recessed sensored roll towel dispenser",BR-2A02,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BR-2A05,"Paper Towel / Waste Combos","Bradley",2A05,Diplomat,"Recessed folded towel dispenser with 12 gallon waste capacity",BR-2A05,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BR-2B5-113400,"Paper Towel / Waste Combos","Bradley",2B5-113400,"Elvari","Surface-mounted towel dispenser and waste receptacle combination unit, small capacity",BR-2B5-113400,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BR-2B5-110000,"Paper Towel / Waste Combos","Bradley",2B5-110000,"Elvari","Surface-mounted towel dispenser and waste receptacle combination unit, medium capacity",BR-2B5-110000,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BR-2B5-113600,"Paper Towel / Waste Combos","Bradley",2B5-113600,"Elvari","Surface-mounted towel dispenser and waste receptacle combination unit, large capacity",BR-2B5-113600,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BR-5B2-110000,"Toilet Tissue Dispensers","Bradley",5B2-110000,"Elvari","Surface-mounted dual roll toilet tissue dispenser, medium capacity",BR-5B2-110000,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BR-5B2-000000,"Toilet Tissue Dispensers","Bradley",5B2-000000,"Elvari","Recessed dual roll toilet tissue dispenser, medium capacity",BR-5B2-000000,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BR-5B2-110089,"Toilet Tissue Dispensers","Bradley",5B2-110089,"Elvari","Toilet tissue dispenser with integrated shelf",BR-5B2-110089,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
BR-5B1-110000,"Seat Cover Dispensers","Bradley",5B1-110000,"Elvari","Surface-mounted toilet seat cover dispenser, medium capacity",BR-5B1-110000,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BR-5B1-113600,"Seat Cover Dispensers","Bradley",5B1-113600,"Elvari","Surface-mounted toilet seat cover dispenser, large capacity",BR-5B1-113600,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BR-5B1-003600,"Seat Cover Dispensers","Bradley",5B1-003600,"Elvari","Recessed toilet seat cover dispenser, large capacity",BR-5B1-003600,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BR-ELX-2,"Lavatory Systems","Bradley",ELX-2,"Express","Express lavatory system, 2 station solid surface",BR-ELX-2,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
CONCORD-AT20-SATIN,Flagpoles & Flags,"Concord American Flagpole","American Tradition 20 ft","American Tradition","20 ft tapered aluminum sectional flagpole kit, satin finish",CONCORD-AT20-SATIN,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
CONCORD-AT20-SATIN-FC,Flagpoles & Flags,"Concord American Flagpole","American Tradition 20 ft","American Tradition","20 ft tapered aluminum flagpole kit, satin finish, with spun aluminum collar allowance",CONCORD-AT20-SATIN-FC,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
ACRO-CG-150N,"Wall Protection","Construction Specialties",150N,"Acrovyn","Surface-mounted rigid vinyl corner guard, 90 degree, standard height, with retainer",ACRO-CG-150N,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
ACRO-CG-160BN,"Wall Protection","Construction Specialties",160BN,"Acrovyn","Bullnose rigid vinyl corner guard for rounded outside corners",ACRO-CG-160BN,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
ACRO-CR-BG30,"Wall Protection","Construction Specialties",BG30,"Acrovyn","Crash rail / wall guard with aluminum retainer and bumper cushions",ACRO-CR-BG30,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
ACRO-HR-HR6C,"Wall Protection","Construction Specialties",HR6C,"Acrovyn","Handrail with wall protection function, continuous rail with brackets",ACRO-HR-HR6C,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
ACRO-RS-RUB,"Wall Protection","Construction Specialties","Rub Strip","Acrovyn","Wall rub strip / bumper strip for low-impact wall protection",ACRO-RS-RUB,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
EDER-TH25,Flagpoles & Flags,"Eder Flag",TH25,"Homesteader","25 ft aluminum residential flagpole set, ground-set, hardware kit allowance",EDER-TH25,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
EDER-WB-ALUM,Flagpoles & Flags,"Eder Flag","WB Aluminum Bracket","Wall Bracket","Aluminum wall bracket for small residential wall-mounted flagpole",EDER-WB-ALUM,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
EDER-MULTI-BRKT,Flagpoles & Flags,"Eder Flag","Aluminum Multi-Purpose Bracket","Wall Bracket","Aluminum multi-purpose flagpole bracket allowance",EDER-MULTI-BRKT,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
EDER-OUTRIGGER-BRKT,Flagpoles & Flags,"Eder Flag","Outrigger Wall Mount Bracket","Outrigger","Outrigger wall-mount flagpole bracket only",EDER-OUTRIGGER-BRKT,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
EDER-WS100,Flagpoles & Flags,"Eder Flag",WS-100,"Wall Shield Bracket","WS-100 aluminum wall shield bracket",EDER-WS100,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
XL-SB-REC-KIT,"Hand Dryers","Excel Dryer",XL-SB + Recess Kit,XLERATOR,"High-speed hand dryer with recessed wall kit allowance",XL-SB-REC-KIT,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
FL-4C16D-20,Postal Specialties,"Florence",4C16D-20,"4C Horizontal","4C horizontal mailbox unit, 20 tenant doors",FL-4C16D-20,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
FL-4C12D,Postal Specialties,"Florence",4C12D,"4C Horizontal","4C horizontal mailbox unit, 12 tenant doors",FL-4C12D,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
FL-4C16D,Postal Specialties,"Florence",4C16D,"4C Horizontal","4C horizontal mailbox unit, 16 tenant doors",FL-4C16D,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
MAIL-4C-12,Postal Specialties,"Generic","4C-12 Tenant",4C Mailbox,"USPS-style 4C mailbox unit, 12 tenant doors, allowance",MAIL-4C-12,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
MAILBOX-4C-ALLOW,Postal Specialties,"Generic",4C Mailbox,Postal Specialties,"USPS-style 4C mailbox unit allowance, wall recessed or surface mounted",MAILBOX-4C-ALLOW,0.740,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
MAIL-4C-PARCEL,Postal Specialties,"Generic","4C Parcel Locker",Postal Specialties,"4C parcel locker module or parcel compartment allowance",MAIL-4C-PARCEL,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
MAIL-4C-OUTGOING,Postal Specialties,"Generic","Outgoing Mail",Postal Specialties,"Outgoing mail compartment or outgoing mail slot allowance",MAIL-4C-OUTGOING,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
MAIL-COLL-WM,Postal Specialties,"Generic","Wall Mount Collection Box",Postal Specialties,"Wall-mounted mail collection box",MAIL-COLL-WM,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
MAIL-COLL-FS,Postal Specialties,"Generic","Freestanding Collection Box",Postal Specialties,"Freestanding mail collection box or drop box",MAIL-COLL-FS,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
MAIL-CBU-08,Postal Specialties,"Generic","8 Tenant CBU","Cluster Box Unit","Standard cluster box unit, 8 tenant doors",MAIL-CBU-08,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
MAIL-CBU-12,Postal Specialties,"Generic","12 Tenant CBU","Cluster Box Unit","Standard cluster box unit, 12 tenant doors",MAIL-CBU-12,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
MAIL-CBU-16,Postal Specialties,"Generic","16 Tenant CBU","Cluster Box Unit","Standard cluster box unit, 16 tenant doors",MAIL-CBU-16,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
MAIL-SLOT-BRASS,Postal Specialties,"Generic",Mail Slot,Postal Specialties,"Door mail slot with brass finish and trim allowance",MAIL-SLOT-BRASS,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
MAIL-KEY,Postal Specialties,"Generic","Replacement Lock & Key",Postal Specialties,"Replacement mailbox lock and key set",MAIL-KEY,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
MAIL-TENANT-LABEL,Postal Specialties,"Generic","Tenant Label",Postal Specialties,"Tenant identification label, number plate, or mailbox directory insert allowance",MAIL-TENANT-LABEL,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
MAIL-DIR,Postal Specialties,"Generic","Mailbox Directory",Postal Specialties,"Mailbox directory panel or tenant directory insert allowance",MAIL-DIR,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
MAIL-KEYKEEPER,Postal Specialties,"Generic","Postal Key Keeper",Postal Specialties,"Postal key keeper or USPS access device allowance",MAIL-KEYKEEPER,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
MAIL-REPAIR-HDW,Postal Specialties,"Generic","Repair Hardware",Postal Specialties,"Mailbox repair hardware allowance for hinges, locks, doors, labels, or trim",MAIL-REPAIR-HDW,0.740,"single_row|method=fallback_single_token|no_attrs|no_conflicts"
